rhoL,uL,TL,rhoR,uR,TR,s1,s2,s3,type
0.421937,0.1199875,0.7668269,1.73061,-0.2935064,0.3196064,0.2152326,0.2087674,0.05665844,4
1.18994,0.6318751,1.350961,1.380245,-0.5064403,0.8357006,4.988524,-0.1796819,-0.7601605,4
1.800654,-1.400802,1.389318,1.054329,0.3570065,0.4298836,-1.1131,0.05269085,-0.5135123,4
0.1448149,-0.3959392,0.9684414,0.03058561,-0.5312748,0.8314377,-0.8989808,-0.5431502,-1.004682,4
1.990513,-0.9879401,1.306298,0.5052796,-0.8431632,0.7853464,-1.184084,-0.5838397,-0.9010094,4
1.573008,0.1895492,1.158877,1.056459,0.2609261,0.2302157,-2.579439,-42.3523,-1.048534,4
0.958846,0.7403353,0.7507701,1.009092,0.2712299,0.3586655,0.4894546,-0.2367145,-0.1802165,4
0.999066,0.912079,1.184276,0.3420621,-0.4038608,1.166364,-0.6970878,-0.1198768,-0.8801182,4
1.045042,-0.1357324,0.320312,0.3097969,0.04242705,0.1735808,-0.3273693,-0.01927601,-0.2928043,4
0.9329541,-0.2344783,1.412468,1.421472,-0.7990879,0.7312959,2.572505,1.041486,-1.43784,4
1.173353,0.1559943,1.084739,1.275952,0.3159452,0.6190587,5.394563,1.492601,-1.162229,4
1.790826,0.09877393,1.247507,1.067305,-0.2900952,0.8509622,-2.028811,-0.8884175,-1.268989,4
1.139628,0.08747219,0.9082689,0.07164954,0.3109451,0.5892711,-0.8984865,-10.15151,-1.099222,4
0.872073,-0.07953641,0.8300942,1.697024,-0.004056871,0.3674582,0.3809053,1.170003,-0.7373578,4
0.8021953,0.5806189,0.8885123,0.5845417,0.326741,0.2918942,-1.496213,-1.301105,-0.5654922,4
0.4587716,0.5037256,1.281248,0.5211909,0.5694956,0.8075647,3.173814,3.674246,-1.379964,4
1.504872,0.4109362,0.5043679,1.200643,-0.02578148,0.06745092,-0.8810376,-0.2841376,-0.1991288,4
1.815708,0.8305522,0.9356506,0.07009532,-0.07243867,1.245954,-0.3637691,-0.6442853,-0.5155714,4
1.71727,1.163317,1.386054,0.02979071,0.1882875,1.089281,-0.6866601,-1.5119,-0.9671002,4
1.493895,1.141549,1.218111,0.3192865,-0.2546035,0.4248025,-0.4993471,-0.4791975,-0.4289782,4
1.412372,0.2185427,1.384728,0.3230639,0.01969977,1.322521,-1.257365,-2.267013,-1.469714,4
1.479104,-1.288224,1.181676,0.3853664,-1.223557,1.055343,-0.3808782,-0.1331651,-0.3675886,4
1.906742,0.787165,1.241037,1.238705,-0.3776438,0.798836,-1.771251,-0.3455023,-0.8011121,4
1.632709,-0.1352937,1.20556,1.736053,0.08466524,0.5462604,10.73585,0.9123578,-1.158909,4
0.9854856,-0.6465093,1.196572,0.9029584,-0.1053569,0.6666144,-7.405824,-0.373346,-0.9534954,4
0.6520196,-0.5600306,0.7231982,0.04837738,-0.2346639,0.7369872,-0.4632318,-0.1394527,-0.5007919,4
1.46715,-0.5562232,1.194386,1.007322,0.1643686,0.1643757,-2.75396,0.04083405,-1.005794,4
1.64546,0.5458611,0.9654903,1.098835,0.06360094,0.2513225,-1.386504,-1.023865,-0.6351572,4
1.273393,1.20361,1.34851,1.796408,0.7039805,0.7411977,0.2931354,-2.39558,-0.5955265,4
0.3395578,-0.05133381,1.234001,0.3967367,0.01827506,0.4716259,4.379829,4.736275,-1.121038,4
0.8156148,0.5771587,0.6493801,0.6340935,0.3069194,0.4737213,-0.2658265,-0.2127772,-0.2321752,4
1.183466,1.144684,1.090529,0.7062255,-0.3992465,0.4711717,-1.06614,0.05526005,-0.1830691,4
0.8274033,0.4724999,0.9724624,0.01665664,-1.158674,1.108847,-0.7624949,-1.617617,-1.043997,4
0.2386584,0.0722783,1.341877,0.9605584,-0.06815511,0.2924258,0.2708425,-2.055447,-0.8232164,4
1.991466,0.2077672,1.189721,1.792099,-0.4932184,0.4673952,-12.64466,-0.2795686,-0.9268181,4
1.779956,0.4252169,0.4466047,1.232895,0.246201,0.2622314,-0.2149754,-0.2254629,-0.1492756,4
1.858771,0.5931867,0.7151861,1.638556,-0.2027857,0.2771829,-3.11685,-0.1579811,-0.2237709,4
1.483218,1.292867,1.207646,0.220162,1.019754,1.265667,-0.1462725,-0.2675801,-0.2049203,4
1.866041,1.289612,1.317909,0.6595145,0.5929699,1.289943,-0.2129758,-0.1538582,-0.274872,4
1.324704,0.6019405,0.992577,1.061588,-0.598878,0.611323,-3.882727,0.1042381,-0.6237794,4
0.7255415,1.077327,1.241844,0.1941747,0.8145099,1.394107,-0.3873326,-0.5035524,-0.4828018,4
1.563602,0.4929143,0.984002,1.040859,0.1355879,0.7840642,-1.007477,-0.6488617,-0.7921154,4
1.043695,0.9906911,0.9216605,1.892148,0.09862824,0.3805607,-0.2873051,-0.007970881,0.1188452,4
1.186393,-1.225847,1.05653,0.7851999,-0.6142053,0.5246297,-0.6046446,-0.005059191,-0.09222512,4
1.910139,-0.2523443,1.146999,0.03743271,1.0878,0.9208962,-1.340989,4.872042,-1.663129,4
1.895626,1.003296,1.211052,0.7450839,0.5803352,0.8280599,-0.5480063,-0.8157563,-0.5950572,4
0.8899093,-0.2198622,0.8396941,0.006164474,0.5644377,0.8459491,-1.010442,3.467805,-1.258449,4
0.8247455,0.1497769,1.311046,0.1403511,0.2077419,1.310409,-1.155901,-4.064399,-1.358345,4
0.9884,0.6285796,1.128488,0.09443478,1.38087,1.389229,-0.8362819,-2.41626,-1.183191,4
1.225672,0.9398271,1.206684,1.515447,0.6053247,0.8015618,0.360871,-1.73633,-0.6767274,4
0.4202254,-0.8379208,1.318732,0.1390664,-0.4385295,0.9343649,-1.196705,-0.4607348,-1.038726,4
1.856237,0.4105312,0.5863426,1.129722,0.3481363,0.4287967,-0.4799861,-0.6741633,-0.4000209,4
1.059679,0.5554034,1.385482,0.6898044,-0.4057117,0.6327235,-2.9054,-0.824322,-1.058386,4
1.47845,1.061011,0.8978445,0.9345372,0.4055661,0.6666107,0.3349236,0.2293482,0.1093489,4
1.62414,-1.066129,1.035446,0.7265791,-0.1447624,0.3627509,-0.687178,0.04974557,-0.3229749,4
1.453069,0.4151824,0.4477666,0.5220162,0.3988145,0.3757245,-0.1739572,-0.3282212,-0.2092473,4
0.6675525,-1.188695,1.373833,0.04918487,-0.7061622,0.7731238,-0.8614089,-0.1608225,-0.7812596,4
0.7192221,0.8074152,1.407861,1.556527,-0.1463732,0.2919488,0.627324,-1.028355,-0.4861199,4
1.968108,0.4379072,1.317839,0.8814832,-0.2367191,0.6330884,-1.676189,-1.301075,-1.131424,4
1.496984,0.655099,1.373135,1.479055,-0.03237472,0.6795365,-48.47389,-1.117018,-0.9478928,4
1.564288,0.7337354,1.031165,0.6208628,0.006202694,0.05751943,-0.7351487,-0.8248132,-0.5557634,4
1.767662,-0.2483542,1.269199,1.183201,-0.7120095,1.125881,-1.88943,0.9115836,-1.675208,4
1.309874,-0.9674809,1.20052,0.3731755,-0.05200261,0.7296494,-0.8516469,-0.1808353,-0.7272111,4
1.252363,-1.206952,1.186126,0.1325005,-0.005653358,0.4018833,-0.5247489,0.07044003,-0.4285912,4
1.946007,0.02013666,0.3572199,1.313017,0.005590502,0.1350345,-0.7550075,-2.432314,-0.3315614,4
1.127888,-0.3251373,1.068521,1.480644,-0.322005,0.5649248,2.74326,1.709181,-0.9469209,4
1.180381,1.368508,1.321076,1.660793,0.220748,0.645292,-0.5195043,-0.04644621,-0.01101316,4
1.080971,0.3366219,1.209976,1.208576,-0.3776847,0.706423,6.681458,-0.3386887,-0.9181699,4
1.949472,0.872467,1.257394,0.4086184,-0.5689508,1.218264,-0.8414662,-0.3749802,-1.032674,4
1.855874,1.08399,1.166047,1.601116,0.4255089,0.8054721,-0.2013236,-0.2056039,-0.301497,4
1.318886,0.6900347,1.409067,0.6110319,0.07323852,1.399971,-1.01912,-0.6384096,-1.264529,4
0.4214429,-0.009290632,1.243522,0.002482202,0.1853669,0.3894167,-1.494249,198.6747,-1.94486,4
1.486648,0.4251901,1.391878,0.8463146,-0.1958466,1.176348,-1.552559,-0.7340853,-1.398589,4
1.495099,-0.2015111,1.382475,1.37901,-0.9743842,1.283455,-6.019811,0.4505416,-4.394001,4
1.373868,0.5406424,0.9935548,0.9202144,0.3414158,0.624063,-1.187841,-1.292104,-0.7760941,4
0.4162488,-0.3214428,0.7257701,0.06388003,0.4263082,0.5675176,-0.6444073,0.003461959,-0.6828931,4
0.9672965,-0.06948574,1.012705,0.584308,0.6245481,0.534148,-2.032519,0.6513898,-1.19318,4
1.676114,1.050578,1.173334,0.4385719,0.2978081,0.4709538,-0.4478522,-0.7251384,-0.4991668,4
1.921258,-0.6676823,1.269046,0.1010882,-0.8020653,1.136397,-1.052067,-0.2833333,-1.155842,4
1.335545,-0.45011,1.380275,0.04087781,-1.425101,1.406591,-1.222108,-0.09480935,-1.433107,4
1.790473,1.126929,1.099767,0.3258923,0.458686,0.4552498,-0.2484206,-0.4412209,-0.3040113,4
0.95585,-0.6397982,1.33093,0.368168,-1.637491,1.404971,-1.323974,-102.6216,-2.424952,4
1.971968,0.8145127,1.285034,0.8821651,0.2739169,1.107676,-0.8528505,-0.7349701,-0.9024772,4
1.637524,-0.03653012,1.376003,0.3214491,-0.7820799,1.287043,-1.35532,-0.6402021,-1.659056,4
0.5136638,-1.004795,1.400105,0.4070477,-0.2254538,0.6683797,-3.738784,-0.3576193,-0.898621,4
0.3701205,-0.7322268,1.01706,0.1749665,0.1528546,0.2160906,-1.150006,-0.08098464,-0.6926148,4
1.457589,0.9123631,1.117528,0.2815165,0.3934508,0.5567045,-0.5258877,-0.9686951,-0.6264316,4
1.051697,-0.6444865,1.06321,1.330728,-0.7232806,0.6975708,1.62311,1.975109,-1.229195,4
1.096016,-0.5612473,0.9370917,0.1304275,-0.2703765,0.6899076,-0.7634853,-0.2063864,-0.7783981,4
1.735908,-1.150743,1.252304,0.8593506,-1.143619,1.176659,-0.6564518,-0.5407229,-0.6988952,4
0.8839879,0.482629,1.078531,0.4759121,-0.6766122,0.8930908,-1.407256,0.02077861,-1.165921,4
1.146558,-0.3871379,1.363028,0.7541708,-0.6409343,1.176838,-1.927031,7.060777,-1.579033,4
1.292011,-0.3747707,0.7877371,0.05515442,0.3199032,0.7212051,-0.7255456,0.5017689,-0.822256,4
1.178001,-0.04675012,0.7818413,0.1286673,-1.178178,1.050421,-0.6030666,2.136614,-1.488126,4
0.679211,-0.9631931,1.134843,0.5801598,-0.2755799,0.2608699,-5.967117,-0.2009941,-0.5561097,4
1.977968,0.7513305,1.309671,1.1408,0.2228016,0.8858232,-1.226939,-1.040759,-0.9582264,4
1.623042,1.511118,1.298015,0.6904034,0.02292118,0.3959619,-0.02885818,-0.003207486,-0.03447767,4
1.864953,-1.043288,1.077909,0.07458507,0.2186338,0.4434354,-0.6188368,0.328149,-0.5773964,4
1.771012,0.24752,1.210824,0.9901946,-0.09142891,0.8770401,-1.589094,-1.180913,-1.205361,4
1.606654,0.2926982,1.201204,0.4429449,0.1515335,0.7732391,-1.129807,-2.305092,-1.125678,4
1.271839,-0.3537498,1.403344,1.437233,0.07160956,0.5961193,6.129404,0.2510684,-1.305053,4
1.087887,-1.083023,1.355344,1.562684,-0.6640365,0.6469,1.278278,-5.568367,-0.8012548,4
1.150312,-0.5866878,1.254557,0.01281644,0.3317705,0.9595182,-1.349786,2.011645,-1.58104,4
0.7615774,0.8230419,1.285752,0.3117094,-1.004883,1.076409,-1.351058,0.1985249,-1.310802,4
0.5958042,-0.03825587,1.29947,0.5996058,-0.5331103,0.9724467,110.4239,0.1503254,-1.451997,4
0.8742844,-0.3705827,0.8194913,0.9061512,-0.04328747,0.1457436,16.20014,0.05851851,-0.649848,4
1.35171,-1.37694,1.233646,0.1000794,0.2237631,0.7345458,-0.3709979,0.176344,-0.2749579,4
0.5450221,-0.137909,0.620766,0.5383529,-0.201083,0.3091703,-43.77986,0.3916138,-0.5581591,4
0.9425537,0.7549869,0.8246852,1.964566,0.3758681,0.4132507,-0.05831213,5.172808,-0.2421838,4
1.708493,-1.100921,0.9877948,0.3885984,-0.9977961,0.8628097,-0.2857153,-0.04785254,-0.2617744,4
1.980169,-0.1207479,0.7483088,0.2127265,-0.9618509,1.003605,-0.5849543,-7.302351,-1.242596,4
1.560784,-0.3593167,1.078413,0.9668986,-1.201993,1.306645,-1.072518,0.7226916,13.88016,4
1.544756,0.9028087,0.829626,0.4031761,0.2705631,1.153728,-0.02626218,0.208352,0.04391175,4
1.645053,-0.3487978,0.3706222,0.2050193,-0.3944559,0.5721613,-0.1138947,-0.01915101,-0.2310159,4
1.212242,1.183521,1.022629,0.3752151,-0.07326074,1.126191,-0.04943447,0.2992052,-0.07393189,4
1.729501,-0.5999152,0.952975,0.4177806,-0.04972662,0.3261299,-0.865067,-0.1106816,-0.7234824,4
0.7862038,-1.111021,1.056522,0.5256185,0.001134129,0.198602,-0.9564538,0.1059177,-0.3031433,4
0.658805,-0.5453286,1.054722,1.775042,0.03591661,0.3424411,0.2333091,-0.1506056,-0.81728,4
1.814484,-0.4337926,0.9228179,0.3218862,0.001795728,0.0608335,-0.8580563,0.02697042,-0.7833231,4
0.5888733,-0.503969,0.4765273,1.561347,-0.0007835192,0.06245555,0.06618399,0.06104288,-0.1139449,4
1.047313,-0.0211782,0.7254817,0.2838184,0.1663632,0.1514934,-0.8164876,3.085535,-0.7153435,4
1.733694,-0.3578606,1.132193,0.2600174,0.0217139,1.099987,-1.012284,-0.08527378,-1.148657,4
1.33588,1.078957,1.130827,0.0299428,1.01796,0.9610322,-0.4035514,-0.8597826,-0.5771035,4
0.5881201,0.2473078,1.38586,1.063875,-0.6467379,0.7595426,1.713978,0.2978941,-0.9023307,4
0.8082464,-0.2470203,1.19727,1.051118,-0.6225371,0.6579312,3.49001,0.9126869,-1.187973,4
0.9450925,0.3103272,0.4891433,0.2238628,0.2456461,0.3667139,-0.3122064,-0.6095652,-0.3680981,4
1.725528,-0.9447094,0.9448656,0.6357513,-0.6413093,0.7869935,-0.3727036,-0.1043633,-0.3337858,4
1.909444,0.3646736,1.315829,1.090934,-0.1101586,1.034901,-1.588217,-0.9489621,-1.297915,4
1.838555,-0.4130569,1.24823,1.892998,0.2130866,0.2096245,30.6333,0.247327,-1.118159,4
1.818495,-0.0030846,1.393138,1.576316,-0.9047825,0.9025412,-9.963675,0.7147801,-1.555477,4
1.837123,0.4918567,0.7587335,1.063259,-0.1538511,0.1989025,-1.092914,-0.4798469,-0.4309484,4
0.7368785,0.1463784,0.4269491,0.1107944,-0.5052337,0.6884047,-0.2322804,0.09867369,-1.003288,4
1.462977,-0.3262947,1.28659,1.645261,-0.02293403,0.1871869,7.434667,0.9068438,-1.092962,4
1.901873,-0.6766513,0.6911044,0.1619668,-1.41602,1.408615,-0.2173977,-0.03779773,-0.8299671,4
1.751498,1.327945,1.372642,0.7149923,-0.6152577,0.7879968,-1.004959,-0.007866723,-0.5010421,4
1.990013,-0.7989183,0.8907633,0.4676382,-0.6851695,0.9715254,-0.3672968,-0.1524484,-0.5040643,4
0.4518329,-0.8090655,0.7211625,0.1237178,0.3323444,0.3037775,-0.2664189,0.1056693,-0.1589632,4
1.844383,-1.05159,1.06182,0.3507079,-1.500793,1.344583,-0.4009588,-0.2657718,-0.7294953,4
1.73382,0.835844,1.159288,0.2538953,0.9769426,1.126312,-0.6561009,-1.457115,-0.8758433,4
0.3774769,-0.2104932,1.300713,0.6835383,-0.5637156,0.6258819,1.518279,0.6892747,-1.151468,4
1.329714,-0.9410134,1.040006,0.2178787,0.01461016,0.4890148,-0.6039534,-0.04648214,-0.5223967,4
1.042316,-0.918874,0.8768241,0.5159085,-0.4422281,0.3750121,-0.8651938,-0.1221497,-0.2406577,4
1.057262,0.1488897,1.278425,0.2162769,-0.2810093,0.6834803,-1.301189,-2.627469,-1.240426,4
1.303452,0.6269106,0.7625352,0.0722723,-0.7141587,0.7647371,-0.3855236,-0.3825606,-0.5150835,4
0.2129054,-0.6585371,0.9826809,1.216767,-0.1336322,0.1733173,0.3292822,2.207709,-0.5513849,4
1.70178,-1.076122,0.9697097,0.8598407,0.2656624,0.2935244,-0.4735516,0.12433,-0.2204956,4
1.801996,-0.673784,0.5787486,0.09123309,-1.165653,1.300142,-0.05825159,0.1291358,-0.3236821,4
1.457708,0.4667763,0.7505147,1.692173,0.09341055,0.3415726,1.182374,-0.6656338,-0.4356745,4
1.151389,0.8328521,1.382615,0.294778,0.01038471,0.6101331,-0.9734295,-1.340266,-0.9478636,4
1.814591,0.1149401,1.132724,0.3492689,-0.02890599,0.88814,-1.065374,-3.107833,-1.151404,4
0.4281337,1.139009,1.36332,0.5246502,0.07704001,0.3513821,1.079944,-0.7709934,-0.4649662,4
1.939371,0.3796804,1.286052,0.8316769,-0.05398798,1.263656,-1.112658,-0.7811068,-1.37492,4
1.058244,0.7156463,1.251741,1.047106,0.3157885,0.8923278,-21.75189,-0.9847778,-0.8637646,4
1.418776,-0.3634403,1.098889,0.2309645,0.1198671,0.2481302,-1.069833,0.5002206,-1.041225,4
0.679568,0.6032275,1.014631,0.07796793,-0.1173246,0.2759035,-0.7051707,-1.334398,-0.7963032,4
1.116439,-0.4262578,0.8403991,0.06152133,-0.03233851,1.398116,-0.6373853,-0.2480332,-0.797154,4
1.076743,-0.5841072,0.8217097,0.2842994,-0.126429,0.2889384,-0.7352825,-0.1139321,-0.5653829,4
1.923229,0.8539327,1.130646,0.352148,-0.2593573,0.9285216,-0.617876,-0.5321237,-0.6841031,4
0.8052763,-0.8618352,1.141971,0.083637,-0.08816408,0.2608213,-0.8063673,-0.09306766,-0.7466588,4
0.9457884,-0.5554035,0.8460976,0.07129952,0.03571323,0.5264355,-0.6293545,-0.07455726,-0.6429379,4
1.538135,0.2059359,0.9098946,0.3485962,0.4278446,0.7410907,-0.806316,-3.290246,-0.903687,4
0.7506098,1.433262,1.268474,0.05470781,-0.646857,0.5686344,-0.1925166,-0.08585243,-0.146533,4
1.475653,-0.1355519,1.311909,0.2835701,1.101362,0.9331551,-1.459751,2.493622,-1.612381,4
1.462799,-0.1197764,1.359663,0.2313591,0.8598426,0.9509757,-1.396563,3.307362,-1.560128,4
1.579532,0.4261482,1.138185,0.2398574,-0.6030855,1.223379,-0.9501543,-0.6555299,-1.269797,4
1.256585,1.110107,1.07468,0.08231182,0.02064356,1.399197,-0.2130103,-0.2745245,-0.3017113,4
1.699659,-0.3452796,1.235869,1.19782,0.5876021,0.5923994,-3.043302,0.169135,-1.339952,4
1.638381,0.6383989,1.291267,0.9338452,0.3896739,0.500738,-1.5655,-2.154851,-0.9847048,4
1.890109,0.7042944,1.218032,1.417481,-0.4264743,1.149745,-0.9922269,-0.04799608,-0.9594712,4
1.444638,1.036197,1.308202,0.9282404,0.06486532,0.6307925,-1.0819,-0.6533852,-0.6172624,4
1.387359,1.495197,1.292576,0.1072125,0.515116,0.4470104,-0.05224857,-0.09693506,-0.07072032,4
1.535271,-0.6277248,1.40554,0.9281206,0.3684879,0.3909796,-2.563808,0.02794411,-1.250337,4
1.837022,0.2279043,1.118312,0.5265572,0.8016573,0.6956222,-1.246398,435.2943,-1.274031,4
0.8110209,-0.6756076,1.305375,1.160286,-0.2325107,0.2116127,3.113478,-0.2528103,-0.9169217,4
1.483472,1.27909,1.385938,0.4292059,0.4676204,0.8514633,-0.4387727,-0.6807135,-0.5249466,4
0.9059861,-0.1951441,0.9325457,0.06778131,0.8798083,0.7771195,-1.002414,2.188454,-1.201118,4
0.6791833,-0.7304204,0.7812991,0.6000073,-0.1166242,0.273101,-3.124009,-0.04948757,-0.3132976,4
1.824853,1.101432,1.247681,0.4352814,-0.3423586,0.4424887,-0.6584464,-0.5094005,-0.5054836,4
1.08912,1.37037,1.173737,1.115758,0.8588924,0.7642538,-1.046269,0.04915875,-0.0001582191,4
1.099229,-0.4524406,0.7913458,1.398412,-0.1883215,0.3582328,2.168004,-0.583061,-0.5788859,4
0.1724423,-0.6202965,1.179411,0.1787997,-0.3526,0.5332175,26.56884,-1.090289,-0.9080982,4
0.5691373,0.1926228,0.9710314,0.04945231,0.09670288,0.09457617,-0.9304346,-4.350893,-1.078108,4
0.9628549,0.08432774,1.142996,0.1469026,0.9668694,1.073038,-1.121502,11.70974,-1.368891,4
0.9522523,0.7699718,0.6810343,0.19968,0.5382547,0.7428504,0.0005634696,0.009625674,0.003510158,4
0.7914918,0.479473,1.382188,0.09793223,0.6733047,1.29305,-1.133534,-3.385356,-1.409639,4
1.989438,-0.7447325,0.9724532,0.3277307,-0.3544908,0.6938241,-0.6898087,-0.2145576,-0.6599446,4
0.2784048,0.3726547,0.938886,0.02089858,-0.1575477,0.8036281,-0.7456979,-1.641071,-0.9177722,4
1.787474,0.991797,1.380109,0.5092246,-0.2317117,0.8936783,-0.9109828,-0.7139331,-0.8482499,4
1.69355,-0.4421538,1.260172,1.325776,-0.548984,0.8100693,-4.269585,-25.34713,-1.216538,4
1.552521,0.2660844,0.2617744,0.55885,0.04354974,0.08792038,-0.05842202,-0.08194985,-0.06253418,4
0.9169851,0.2428491,1.391268,0.6607909,-0.9165017,1.328529,-2.000462,0.1533809,-2.465832,4
0.388738,-0.01150604,0.8687699,0.4572628,0.2698285,0.416405,2.57222,0.4441484,-0.9505225,4
1.635833,0.444082,1.316894,0.693697,-0.4621201,0.7655368,-1.703743,-0.822891,-1.187927,4
1.131919,0.0912112,1.190038,0.714295,-0.1202654,0.5604221,-2.291265,-2.329506,-1.112183,4
1.788688,-1.065392,1.228779,1.255435,-0.140938,0.6373041,-1.638992,-0.1737558,-0.5953108,4
1.212001,1.356123,1.21282,0.6281918,-0.2169191,0.5381131,-0.4194077,0.03297018,-0.1214416,4
0.9422637,1.112122,1.372469,0.4881667,-0.5230137,0.5134981,-1.751072,-0.3406975,-0.6109838,4
1.574919,0.9280829,0.9611582,0.5625919,0.7415518,1.011232,-0.1783487,-0.2244095,-0.2213601,4
0.966666,0.1014186,0.751811,0.2091653,-0.502713,0.9420945,-0.5753481,-0.03483723,-1.155674,4
0.8594674,-0.4479286,1.175531,1.15742,0.07476793,0.341422,1.958405,0.07507043,-1.008528,4
1.506892,-0.01200785,1.069842,0.05899647,-0.4784821,0.9111488,-1.019965,-90.72594,-1.22111,4
0.5123138,0.6019531,0.9623734,0.3972344,0.2540889,0.6993294,-1.074199,-0.6562553,-0.6450208,4
0.1549674,-0.267751,1.216378,1.299529,-0.02842158,0.1890774,0.1005523,11.29094,-0.7853389,4
0.1297213,0.9962884,1.136531,0.1889563,0.08569188,0.2926823,0.2327593,-0.589287,-0.3079129,4
0.7338116,-0.3750096,1.023848,0.02551541,-0.07759903,0.5437936,-1.003593,1.25819,-1.142134,4
1.835407,0.2777224,1.298113,0.1488137,0.9580704,0.8895637,-1.295084,-8.301806,-1.615432,4
1.51113,-0.5936208,1.141787,0.559396,-0.2095366,0.4278739,-1.374969,-0.173117,-0.937509,4
1.865335,-0.1566766,1.041044,0.6447613,0.742124,0.6792092,-1.264377,0.5504112,-1.175828,4
1.166141,0.3951614,0.9630734,1.111953,-0.1303334,0.7613182,-5.61441,-0.3249536,-0.7290812,4
0.9654253,0.6218104,0.5735733,0.4958485,0.3720373,0.4776699,0.01310846,-0.0008652955,-0.03223954,4
1.906952,1.013968,0.9436038,0.7098682,0.3411797,1.272527,0.05568759,0.3592165,0.2480782,4
1.23752,-0.8143379,1.120055,0.1650299,0.1950831,0.3314197,-0.8298334,-0.0445903,-0.7796267,4
1.301787,-0.2005211,1.261944,0.1921753,0.6163583,0.9050409,-1.232938,1.702275,-1.361557,4
1.811498,0.04724846,1.009319,0.4095499,-0.8163186,0.7370794,-1.18348,0.1598993,-1.192347,4
0.7616081,-0.1424177,0.8851546,1.188974,0.03307497,0.05374014,1.056474,1.03376,-0.743506,4
0.7842547,0.4881958,1.284269,1.572657,-0.02953834,0.3245261,0.5583459,-1.632551,-0.755422,4
1.378025,-0.09430129,1.110276,1.372272,-0.9276432,1.042701,-93.82173,0.4119378,26.28677,4
0.2892276,0.6360866,1.184406,0.8735239,0.004550222,0.4533894,0.02838399,-0.9943719,-0.2482341,4
1.169713,0.9092471,1.113216,0.8190603,0.1253552,0.4028954,-0.9875363,-0.6368589,-0.4881182,4
0.9243764,0.9030123,1.109272,0.2472698,1.087234,1.107804,-0.5350791,-1.125497,-0.7157092,4
1.002784,-0.4401571,1.154515,0.2420341,0.4537939,0.7719212,-1.119435,-0.02019975,-1.106829,4
0.8495553,-0.02158944,1.367834,0.1703684,-1.547801,1.313619,-1.372384,1.694168,-2.075325,4
1.767322,-0.3616368,0.4090357,0.4065308,-0.5297954,0.5026937,-0.1980918,-0.174192,-0.3541603,4
1.526672,-0.452212,0.9138255,1.010049,-0.5442402,0.7511751,-1.285069,-2.270098,-0.9368941,4
1.75401,0.1502576,1.219823,0.4964586,-0.8349531,0.8864745,-1.466891,-0.1522658,-1.391016,4
1.075068,-0.532762,1.280539,0.3581911,-0.6094729,0.9322011,-1.4062,-0.829839,-1.255889,4
1.945898,1.141449,1.329354,1.585678,-0.5021699,0.4632711,-4.778782,-0.1555164,-0.3755019,4
0.6691869,-0.3063611,0.4890134,0.1602338,-0.3679495,0.3925626,-0.4174403,-0.3220969,-0.4353642,4
1.470749,-0.7380219,1.247742,0.3547454,-0.9029801,1.391174,-0.7913556,-0.6449585,-1.266525,4
1.12771,1.024433,0.9289857,0.00665361,0.4896153,0.7472286,-0.1302511,-0.2618412,-0.1906013,4
0.9318817,-0.492088,1.127262,0.3841875,-0.5655807,0.5457208,-1.741034,-0.9595921,-0.9985936,4
1.191461,0.586682,0.8388236,0.08773669,-0.08487526,0.4235538,-0.499061,-0.9813648,-0.6227306,4
1.822088,-0.3249257,1.187037,0.3681553,0.2359918,0.2198617,-1.243761,0.8339005,-1.155547,4
1.531665,0.1211492,1.399782,0.3145442,-1.34558,1.208329,-1.511334,0.5200267,-1.862017,4
0.8490223,0.346421,0.3571369,0.258078,-0.1789975,0.1862945,-0.2344919,-0.0191789,-0.1321994,4
0.3064162,0.2964778,0.9347433,0.9858158,0.2280367,0.3114037,0.06122304,0.8664157,-0.801965,4
1.365093,-0.8166142,1.315366,0.5244735,0.3321012,0.4761291,-1.385252,-0.1289809,-1.029028,4
1.823277,0.3680814,1.042046,0.2561728,-0.3204566,1.407728,-0.7955199,-0.6361727,-1.215311,4
0.918602,-0.09573247,1.244952,0.004462813,0.1352569,0.597926,-1.520071,20.91312,-1.960337,4
0.1888901,-0.3571189,0.9826887,0.002963471,-1.045637,1.359353,-0.8814086,0.4446211,-1.074813,4
0.9254415,-0.4378657,1.148965,0.5136118,-0.4504549,0.657156,-2.06054,-1.000222,-1.058272,4
0.7649847,0.4693385,1.16913,0.3148912,0.3038317,0.7470255,-1.107887,-1.740572,-1.012149,4
1.559621,1.010763,1.337881,1.65472,0.02474718,0.5452579,5.404492,-0.7298532,-0.5705429,4
0.542125,0.9590297,1.17337,0.3320508,0.2633928,0.6443268,-0.7251922,-0.6108403,-0.5396467,4
0.6151431,-0.8056428,1.406545,0.1786728,0.3256454,0.3309325,-1.412687,-0.07394792,-1.129596,4
1.708914,0.399124,1.006385,0.08787014,-0.06054688,0.8494198,-0.8277978,-2.249023,-1.055425,4
0.9442358,0.9332651,0.838891,1.042996,0.4568563,0.5712675,-1.191793,0.2230629,0.06454333,4
0.2316605,0.4885429,0.9723094,0.03194499,-0.4281363,1.284995,-0.6860465,-0.4353388,-1.069305,4
1.177717,-0.6729736,0.9931732,0.1905274,-0.7961186,1.387858,-0.4801588,-0.3155323,-0.9707757,4
1.942123,0.2422487,1.01624,0.08950881,1.229476,1.321599,-0.9911863,-5.853566,-1.341554,4
